claim_type,requested_amount,evidence_available,evidence_count,previous_refund_count,previous_refund_amount,account_age_days,previous_support_decisions,previous_support_approvals,previous_support_evidence_requests,previous_support_escalations,time_since_previous_request_hours,support_decision,episode_id,customer_id,sequence_number,timestamp,request_id,order_id,claim_text,evidence_types,reason_code,approved_amount,requires_followup,previous_support_denials
NON_DELIVERY_CLAIM,475.53,True,1,0,2056.53,1166,3,1,2,0,5.916666666666667,APPROVE,EPISODE_00572,CUSTOMER_0572,4,2026-01-13 09:27:00,POLICY_REQUEST_0005714,ORDER_003246,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,475.53,False,0
WRONG_ITEM_CLAIM,2149.28,False,0,0,2056.53,1166,4,2,2,0,182.98333333333332,REQUEST_EVIDENCE,EPISODE_00572,CUSTOMER_0572,5,2026-01-21 00:26:00,POLICY_REQUEST_0005715,ORDER_003245,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SHORTAGE_CLAIM,4615.78,True,1,0,2056.53,1166,5,2,3,0,14.183333333333334,APPROVE,EPISODE_00572,CUSTOMER_0572,6,2026-01-21 14:37:00,POLICY_REQUEST_0005716,ORDER_003243,Customer reports a shortage_claim.,delivery_photo,ELIGIBLE,4615.78,False,0
SHORTAGE_CLAIM,1942.22,False,0,0,2056.53,1166,6,3,3,0,5.233333333333333,REQUEST_EVIDENCE,EPISODE_00572,CUSTOMER_0572,7,2026-01-21 19:51:00,POLICY_REQUEST_0005717,ORDER_003244,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SUBSTITUTED_RETURN_CLAIM,1133.59,True,1,0,2056.53,1166,7,3,4,0,11.283333333333333,APPROVE,EPISODE_00572,CUSTOMER_0572,8,2026-01-22 07:08:00,POLICY_REQUEST_0005718,ORDER_003242,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,1133.59,False,0
NON_DELIVERY_CLAIM,1834.1,False,0,0,2056.53,1166,8,4,4,0,111.28333333333333,REQUEST_EVIDENCE,EPISODE_00572,CUSTOMER_0572,9,2026-01-26 22:25:00,POLICY_REQUEST_0005719,ORDER_003244,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
WRONG_ITEM_CLAIM,5381.64,False,0,0,2056.53,1166,9,4,5,0,21.516666666666666,REQUEST_EVIDENCE,EPISODE_00572,CUSTOMER_0572,10,2026-01-27 19:56:00,POLICY_REQUEST_0005720,ORDER_003243,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SHORTAGE_CLAIM,500.27,True,1,2,6719.24,1251,0,0,0,0,999.0,APPROVE,EPISODE_00573,CUSTOMER_0573,1,2026-01-25 17:06:00,POLICY_REQUEST_0005721,ORDER_003250,Customer reports a shortage_claim.,delivery_photo,ELIGIBLE,500.27,False,0
WRONG_ITEM_CLAIM,1433.13,True,1,2,6719.24,1251,1,1,0,0,7.95,APPROVE,EPISODE_00573,CUSTOMER_0573,2,2026-01-26 01:03:00,POLICY_REQUEST_0005722,ORDER_003249,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,1433.13,False,0
WRONG_ITEM_CLAIM,1694.7,False,0,2,6719.24,1251,2,2,0,0,5.2,REQUEST_EVIDENCE,EPISODE_00573,CUSTOMER_0573,3,2026-01-26 06:15:00,POLICY_REQUEST_0005723,ORDER_003249,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,2492.98,True,1,2,6719.24,1251,3,2,1,0,14.866666666666667,APPROVE,EPISODE_00573,CUSTOMER_0573,4,2026-01-26 21:07:00,POLICY_REQUEST_0005724,ORDER_003249,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,2492.98,False,0
SUBSTITUTED_RETURN_CLAIM,244.53,True,1,2,6719.24,1251,4,3,1,0,17.466666666666665,APPROVE,EPISODE_00573,CUSTOMER_0573,5,2026-01-27 14:35:00,POLICY_REQUEST_0005725,ORDER_003249,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,244.53,False,0
SHORTAGE_CLAIM,2085.76,True,1,2,6719.24,1251,5,4,1,0,69.16666666666667,APPROVE,EPISODE_00573,CUSTOMER_0573,6,2026-01-30 11:45:00,POLICY_REQUEST_0005726,ORDER_003250,Customer reports a shortage_claim.,delivery_photo,ELIGIBLE,2085.76,False,0
WRONG_ITEM_CLAIM,4511.89,True,1,2,6719.24,1251,6,5,1,0,22.6,APPROVE,EPISODE_00573,CUSTOMER_0573,7,2026-01-31 10:21:00,POLICY_REQUEST_0005727,ORDER_003252,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,4511.89,False,0
SHORTAGE_CLAIM,828.37,False,0,2,6719.24,1251,7,6,1,0,10.233333333333333,REQUEST_EVIDENCE,EPISODE_00573,CUSTOMER_0573,8,2026-01-31 20:35:00,POLICY_REQUEST_0005728,ORDER_003251,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SHORTAGE_CLAIM,1495.24,True,1,2,6719.24,1251,8,6,2,0,3.35,APPROVE,EPISODE_00573,CUSTOMER_0573,9,2026-01-31 23:56:00,POLICY_REQUEST_0005729,ORDER_003251,Customer reports a shortage_claim.,delivery_photo,ELIGIBLE,1495.24,False,0
SHORTAGE_CLAIM,2074.59,False,0,2,6719.24,1251,9,7,2,0,23.216666666666665,REQUEST_EVIDENCE,EPISODE_00573,CUSTOMER_0573,10,2026-02-01 23:09:00,POLICY_REQUEST_0005730,ORDER_003248,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,2442.77,True,1,0,1169.95,1219,0,0,0,0,999.0,APPROVE,EPISODE_00574,CUSTOMER_0574,1,2026-01-31 08:15:00,POLICY_REQUEST_0005731,ORDER_003258,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,2442.77,False,0
SHORTAGE_CLAIM,4436.03,False,0,0,1169.95,1219,1,1,0,0,9.666666666666666,REQUEST_EVIDENCE,EPISODE_00574,CUSTOMER_0574,2,2026-01-31 17:55:00,POLICY_REQUEST_0005732,ORDER_003254,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
WRONG_ITEM_CLAIM,2362.2,True,1,0,1169.95,1219,2,1,1,0,0.6333333333333333,APPROVE,EPISODE_00574,CUSTOMER_0574,3,2026-01-31 18:33:00,POLICY_REQUEST_0005733,ORDER_003257,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,2362.2,False,0
NON_DELIVERY_CLAIM,2859.53,False,0,0,1169.95,1219,3,2,1,0,17.783333333333335,REQUEST_EVIDENCE,EPISODE_00574,CUSTOMER_0574,4,2026-02-01 12:20:00,POLICY_REQUEST_0005734,ORDER_003259,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
WRONG_ITEM_CLAIM,5212.45,False,0,0,1169.95,1219,4,2,2,0,14.55,REQUEST_EVIDENCE,EPISODE_00574,CUSTOMER_0574,5,2026-02-02 02:53:00,POLICY_REQUEST_0005735,ORDER_003257,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,4687.94,True,1,0,1169.95,1219,5,2,3,0,2.5166666666666666,APPROVE,EPISODE_00574,CUSTOMER_0574,6,2026-02-02 05:24:00,POLICY_REQUEST_0005736,ORDER_003257,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,4687.94,False,0
SUBSTITUTED_RETURN_CLAIM,4087.45,False,0,0,1169.95,1219,6,3,3,0,9.116666666666667,REQUEST_EVIDENCE,EPISODE_00574,CUSTOMER_0574,7,2026-02-02 14:31:00,POLICY_REQUEST_0005737,ORDER_003259,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
WRONG_ITEM_CLAIM,4221.28,True,1,0,1169.95,1219,7,3,4,0,5.533333333333333,APPROVE,EPISODE_00574,CUSTOMER_0574,8,2026-02-02 20:03:00,POLICY_REQUEST_0005738,ORDER_003254,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,4221.28,False,0
SUBSTITUTED_RETURN_CLAIM,1704.7,True,1,0,1169.95,1219,8,4,4,0,23.416666666666668,APPROVE,EPISODE_00574,CUSTOMER_0574,9,2026-02-03 19:28:00,POLICY_REQUEST_0005739,ORDER_003257,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,1704.7,False,0
NON_DELIVERY_CLAIM,5184.99,False,0,0,1169.95,1219,9,5,4,0,11.416666666666666,REQUEST_EVIDENCE,EPISODE_00574,CUSTOMER_0574,10,2026-02-04 06:53:00,POLICY_REQUEST_0005740,ORDER_003257,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
NON_DELIVERY_CLAIM,3482.62,True,1,1,2745.35,1213,0,0,0,0,999.0,APPROVE,EPISODE_00575,CUSTOMER_0575,1,2026-01-22 17:05:00,POLICY_REQUEST_0005741,ORDER_003263,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,3482.62,False,0
SUBSTITUTED_RETURN_CLAIM,1658.28,False,0,1,2745.35,1213,1,1,0,0,34.85,REQUEST_EVIDENCE,EPISODE_00575,CUSTOMER_0575,2,2026-01-24 03:56:00,POLICY_REQUEST_0005742,ORDER_003261,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SUBSTITUTED_RETURN_CLAIM,2099.51,True,1,1,2745.35,1213,2,1,1,0,142.58333333333334,APPROVE,EPISODE_00575,CUSTOMER_0575,3,2026-01-30 02:31:00,POLICY_REQUEST_0005743,ORDER_003263,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,2099.51,False,0
WRONG_ITEM_CLAIM,2223.64,False,0,1,2745.35,1213,3,2,1,0,11.516666666666667,REQUEST_EVIDENCE,EPISODE_00575,CUSTOMER_0575,4,2026-01-30 14:02:00,POLICY_REQUEST_0005744,ORDER_003269,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
WRONG_ITEM_CLAIM,4048.54,False,0,1,2745.35,1213,4,2,2,0,9.833333333333334,REQUEST_EVIDENCE,EPISODE_00575,CUSTOMER_0575,5,2026-01-30 23:52:00,POLICY_REQUEST_0005745,ORDER_003262,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SHORTAGE_CLAIM,2140.04,False,0,1,2745.35,1213,5,2,3,0,10.016666666666667,DENY,EPISODE_00575,CUSTOMER_0575,6,2026-01-31 09:53:00,POLICY_REQUEST_0005746,ORDER_003263,Customer reports a shortage_claim.,,ORDER_CONTRADICTION,0.0,False,0
NON_DELIVERY_CLAIM,7697.2,False,0,1,2745.35,1213,6,2,3,0,11.05,REQUEST_EVIDENCE,EPISODE_00575,CUSTOMER_0575,7,2026-01-31 20:56:00,POLICY_REQUEST_0005747,ORDER_003264,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,1
SUBSTITUTED_RETURN_CLAIM,878.02,True,1,1,2745.35,1213,7,2,4,0,10.133333333333333,APPROVE,EPISODE_00575,CUSTOMER_0575,8,2026-02-01 07:04:00,POLICY_REQUEST_0005748,ORDER_003265,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,878.02,False,1
NON_DELIVERY_CLAIM,5189.43,True,1,1,2745.35,1213,8,3,4,0,13.916666666666666,ESCALATE,EPISODE_00575,CUSTOMER_0575,9,2026-02-01 20:59:00,POLICY_REQUEST_0005749,ORDER_003260,Customer reports a non_delivery_claim.,delivery_evidence,HIGH_VALUE_CASE,0.0,True,1
SUBSTITUTED_RETURN_CLAIM,2167.39,False,0,1,2745.35,1213,9,3,4,1,19.7,REQUEST_EVIDENCE,EPISODE_00575,CUSTOMER_0575,10,2026-02-02 16:41:00,POLICY_REQUEST_0005750,ORDER_003264,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
SUBSTITUTED_RETURN_CLAIM,200.45,True,1,0,2703.23,212,0,0,0,0,999.0,APPROVE,EPISODE_00576,CUSTOMER_0576,1,2026-01-21 03:28:00,POLICY_REQUEST_0005751,ORDER_003270,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,200.45,False,0
NON_DELIVERY_CLAIM,4514.95,True,1,0,2703.23,212,1,1,0,0,8.95,APPROVE,EPISODE_00576,CUSTOMER_0576,2,2026-01-21 12:25:00,POLICY_REQUEST_0005752,ORDER_003278,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,4514.95,False,0
SUBSTITUTED_RETURN_CLAIM,1252.3,True,1,0,2703.23,212,2,2,0,0,12.633333333333333,APPROVE,EPISODE_00576,CUSTOMER_0576,3,2026-01-22 01:03:00,POLICY_REQUEST_0005753,ORDER_003271,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,1252.3,False,0
NON_DELIVERY_CLAIM,4840.81,True,1,0,2703.23,212,3,3,0,0,157.25,APPROVE,EPISODE_00576,CUSTOMER_0576,4,2026-01-28 14:18:00,POLICY_REQUEST_0005754,ORDER_003278,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,4840.81,False,0
SHORTAGE_CLAIM,2143.25,False,0,0,2703.23,212,4,4,0,0,19.883333333333333,DENY,EPISODE_00576,CUSTOMER_0576,5,2026-01-29 10:11:00,POLICY_REQUEST_0005755,ORDER_003279,Customer reports a shortage_claim.,,ORDER_CONTRADICTION,0.0,False,0
NON_DELIVERY_CLAIM,2616.74,True,1,0,2703.23,212,5,4,0,0,4.483333333333333,APPROVE,EPISODE_00576,CUSTOMER_0576,6,2026-01-29 14:40:00,POLICY_REQUEST_0005756,ORDER_003271,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,2616.74,False,1
WRONG_ITEM_CLAIM,2544.01,True,1,0,2703.23,212,6,5,0,0,16.45,APPROVE,EPISODE_00576,CUSTOMER_0576,7,2026-01-30 07:07:00,POLICY_REQUEST_0005757,ORDER_003272,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,2544.01,False,1
SHORTAGE_CLAIM,427.93,True,1,0,2703.23,212,7,6,0,0,11.716666666666667,DENY,EPISODE_00576,CUSTOMER_0576,8,2026-01-30 18:50:00,POLICY_REQUEST_0005758,ORDER_003270,Customer reports a shortage_claim.,delivery_photo,ORDER_CONTRADICTION,0.0,False,1
NON_DELIVERY_CLAIM,2432.96,False,0,0,2703.23,212,8,6,0,0,22.883333333333333,REQUEST_EVIDENCE,EPISODE_00576,CUSTOMER_0576,9,2026-01-31 17:43:00,POLICY_REQUEST_0005759,ORDER_003279,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,2
NON_DELIVERY_CLAIM,1338.05,False,0,0,2703.23,212,9,6,1,0,4.7,REQUEST_EVIDENCE,EPISODE_00576,CUSTOMER_0576,10,2026-01-31 22:25:00,POLICY_REQUEST_0005760,ORDER_003274,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,2
WRONG_ITEM_CLAIM,3991.33,False,0,0,2106.67,138,0,0,0,0,999.0,REQUEST_EVIDENCE,EPISODE_00577,CUSTOMER_0577,1,2026-01-06 21:19:00,POLICY_REQUEST_0005761,ORDER_003282,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SHORTAGE_CLAIM,1756.03,False,0,0,2106.67,138,1,0,1,0,459.26666666666665,REQUEST_EVIDENCE,EPISODE_00577,CUSTOMER_0577,2,2026-01-26 00:35:00,POLICY_REQUEST_0005762,ORDER_003282,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
WRONG_ITEM_CLAIM,5212.49,True,1,0,2106.67,138,2,0,2,0,1.45,ESCALATE,EPISODE_00577,CUSTOMER_0577,3,2026-01-26 02:02:00,POLICY_REQUEST_0005763,ORDER_003289,Customer reports a wrong_item_claim.,package_photo,HIGH_VALUE_CASE,0.0,True,0
SHORTAGE_CLAIM,971.39,True,1,0,2106.67,138,3,0,2,1,107.36666666666666,APPROVE,EPISODE_00577,CUSTOMER_0577,4,2026-01-30 13:24:00,POLICY_REQUEST_0005764,ORDER_003287,Customer reports a shortage_claim.,delivery_photo,ELIGIBLE,971.39,False,0
WRONG_ITEM_CLAIM,3503.74,True,1,0,2106.67,138,4,1,2,1,22.916666666666668,APPROVE,EPISODE_00577,CUSTOMER_0577,5,2026-01-31 12:19:00,POLICY_REQUEST_0005765,ORDER_003283,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,3503.74,False,0
WRONG_ITEM_CLAIM,1953.0,True,1,0,2106.67,138,5,2,2,1,18.416666666666668,APPROVE,EPISODE_00577,CUSTOMER_0577,6,2026-02-01 06:44:00,POLICY_REQUEST_0005766,ORDER_003283,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,1953.0,False,0
NON_DELIVERY_CLAIM,950.78,True,1,0,2106.67,138,6,3,2,1,22.366666666666667,APPROVE,EPISODE_00577,CUSTOMER_0577,7,2026-02-02 05:06:00,POLICY_REQUEST_0005767,ORDER_003280,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,950.78,False,0
SUBSTITUTED_RETURN_CLAIM,3503.74,True,1,0,2106.67,138,7,4,2,1,22.733333333333334,APPROVE,EPISODE_00577,CUSTOMER_0577,8,2026-02-03 03:50:00,POLICY_REQUEST_0005768,ORDER_003283,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,3503.74,False,0
SUBSTITUTED_RETURN_CLAIM,3503.74,False,0,0,2106.67,138,8,5,2,1,18.216666666666665,REQUEST_EVIDENCE,EPISODE_00577,CUSTOMER_0577,9,2026-02-03 22:03:00,POLICY_REQUEST_0005769,ORDER_003283,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,1607.63,True,1,0,2106.67,138,9,5,3,1,23.483333333333334,APPROVE,EPISODE_00577,CUSTOMER_0577,10,2026-02-04 21:32:00,POLICY_REQUEST_0005770,ORDER_003284,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,1607.63,False,0
NON_DELIVERY_CLAIM,1579.69,True,1,1,1424.61,837,0,0,0,0,999.0,APPROVE,EPISODE_00578,CUSTOMER_0578,1,2026-01-06 21:51:00,POLICY_REQUEST_0005771,ORDER_003293,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,1579.69,False,0
SHORTAGE_CLAIM,3992.62,False,0,1,1424.61,837,1,1,0,0,478.25,DENY,EPISODE_00578,CUSTOMER_0578,2,2026-01-26 20:06:00,POLICY_REQUEST_0005772,ORDER_003292,Customer reports a shortage_claim.,,ORDER_CONTRADICTION,0.0,False,0
NON_DELIVERY_CLAIM,5564.92,False,0,1,1424.61,837,2,1,0,0,17.35,REQUEST_EVIDENCE,EPISODE_00578,CUSTOMER_0578,3,2026-01-27 13:27:00,POLICY_REQUEST_0005773,ORDER_003299,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,1
NON_DELIVERY_CLAIM,1481.13,True,1,1,1424.61,837,3,1,1,0,15.716666666666667,APPROVE,EPISODE_00578,CUSTOMER_0578,4,2026-01-28 05:10:00,POLICY_REQUEST_0005774,ORDER_003291,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,1481.13,False,1
WRONG_ITEM_CLAIM,3631.7,False,0,1,1424.61,837,4,2,1,0,13.566666666666666,REQUEST_EVIDENCE,EPISODE_00578,CUSTOMER_0578,5,2026-01-28 18:44:00,POLICY_REQUEST_0005775,ORDER_003299,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
SUBSTITUTED_RETURN_CLAIM,5855.16,False,0,1,1424.61,837,5,2,2,0,4.333333333333333,REQUEST_EVIDENCE,EPISODE_00578,CUSTOMER_0578,6,2026-01-28 23:04:00,POLICY_REQUEST_0005776,ORDER_003291,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
SHORTAGE_CLAIM,2566.23,False,0,1,1424.61,837,6,2,3,0,21.333333333333332,REQUEST_EVIDENCE,EPISODE_00578,CUSTOMER_0578,7,2026-01-29 20:24:00,POLICY_REQUEST_0005777,ORDER_003290,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
NON_DELIVERY_CLAIM,3865.4,True,1,1,1424.61,837,7,2,4,0,4.766666666666667,APPROVE,EPISODE_00578,CUSTOMER_0578,8,2026-01-30 01:10:00,POLICY_REQUEST_0005778,ORDER_003299,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,3865.4,False,1
WRONG_ITEM_CLAIM,5586.83,False,0,1,1424.61,837,8,3,4,0,11.783333333333333,REQUEST_EVIDENCE,EPISODE_00578,CUSTOMER_0578,9,2026-01-30 12:57:00,POLICY_REQUEST_0005779,ORDER_003295,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
SUBSTITUTED_RETURN_CLAIM,2105.46,True,1,1,1424.61,837,9,3,5,0,22.116666666666667,APPROVE,EPISODE_00578,CUSTOMER_0578,10,2026-01-31 11:04:00,POLICY_REQUEST_0005780,ORDER_003293,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,2105.46,False,1
WRONG_ITEM_CLAIM,2175.52,True,1,0,215.24,415,0,0,0,0,999.0,APPROVE,EPISODE_00579,CUSTOMER_0579,1,2026-01-26 21:49:00,POLICY_REQUEST_0005781,ORDER_003304,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,2175.52,False,0
WRONG_ITEM_CLAIM,6643.5,True,1,0,215.24,415,1,1,0,0,3.5166666666666666,ESCALATE,EPISODE_00579,CUSTOMER_0579,2,2026-01-27 01:20:00,POLICY_REQUEST_0005782,ORDER_003301,Customer reports a wrong_item_claim.,package_photo,HIGH_VALUE_CASE,0.0,True,0
NON_DELIVERY_CLAIM,2259.65,False,0,0,215.24,415,2,1,0,1,5.066666666666666,REQUEST_EVIDENCE,EPISODE_00579,CUSTOMER_0579,3,2026-01-27 06:24:00,POLICY_REQUEST_0005783,ORDER_003300,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
SHORTAGE_CLAIM,1946.07,True,1,0,215.24,415,3,1,1,1,11.083333333333334,APPROVE,EPISODE_00579,CUSTOMER_0579,4,2026-01-27 17:29:00,POLICY_REQUEST_0005784,ORDER_003305,Customer reports a shortage_claim.,delivery_photo,ELIGIBLE,1946.07,False,0
NON_DELIVERY_CLAIM,2415.69,True,1,0,215.24,415,4,2,1,1,19.766666666666666,APPROVE,EPISODE_00579,CUSTOMER_0579,5,2026-01-28 13:15:00,POLICY_REQUEST_0005785,ORDER_003305,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,2415.69,False,0
NON_DELIVERY_CLAIM,1101.05,True,1,0,215.24,415,5,3,1,1,6.5,APPROVE,EPISODE_00579,CUSTOMER_0579,6,2026-01-28 19:45:00,POLICY_REQUEST_0005786,ORDER_003303,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,1101.05,False,0
NON_DELIVERY_CLAIM,2504.78,False,0,0,215.24,415,6,4,1,1,5.3,REQUEST_EVIDENCE,EPISODE_00579,CUSTOMER_0579,7,2026-01-29 01:03:00,POLICY_REQUEST_0005787,ORDER_003305,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
SUBSTITUTED_RETURN_CLAIM,564.31,False,0,0,215.24,415,7,4,2,1,39.65,REQUEST_EVIDENCE,EPISODE_00579,CUSTOMER_0579,8,2026-01-30 16:42:00,POLICY_REQUEST_0005788,ORDER_003303,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,1130.74,False,0,0,215.24,415,8,4,3,1,4.233333333333333,REQUEST_EVIDENCE,EPISODE_00579,CUSTOMER_0579,9,2026-01-30 20:56:00,POLICY_REQUEST_0005789,ORDER_003303,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
WRONG_ITEM_CLAIM,3266.94,True,1,0,215.24,415,9,4,4,1,3.55,APPROVE,EPISODE_00579,CUSTOMER_0579,10,2026-01-31 00:29:00,POLICY_REQUEST_0005790,ORDER_003304,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,3266.94,False,0
SUBSTITUTED_RETURN_CLAIM,3339.93,True,1,0,2417.82,62,0,0,0,0,999.0,APPROVE,EPISODE_00580,CUSTOMER_0580,1,2026-01-16 20:37:00,POLICY_REQUEST_0005791,ORDER_003314,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,3339.93,False,0
NON_DELIVERY_CLAIM,1665.44,True,1,0,2417.82,62,1,1,0,0,327.03333333333336,APPROVE,EPISODE_00580,CUSTOMER_0580,2,2026-01-30 11:39:00,POLICY_REQUEST_0005792,ORDER_003307,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,1665.44,False,0
SUBSTITUTED_RETURN_CLAIM,1122.14,True,1,0,2417.82,62,2,2,0,0,9.716666666666667,APPROVE,EPISODE_00580,CUSTOMER_0580,3,2026-01-30 21:22:00,POLICY_REQUEST_0005793,ORDER_003312,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,1122.14,False,0
NON_DELIVERY_CLAIM,101.71,False,0,0,2417.82,62,3,3,0,0,13.183333333333334,REQUEST_EVIDENCE,EPISODE_00580,CUSTOMER_0580,4,2026-01-31 10:33:00,POLICY_REQUEST_0005794,ORDER_003309,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
SUBSTITUTED_RETURN_CLAIM,1805.92,True,1,0,2417.82,62,4,3,1,0,13.966666666666667,APPROVE,EPISODE_00580,CUSTOMER_0580,5,2026-02-01 00:31:00,POLICY_REQUEST_0005795,ORDER_003311,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,1805.92,False,0
SUBSTITUTED_RETURN_CLAIM,1312.93,False,0,0,2417.82,62,5,4,1,0,3.35,REQUEST_EVIDENCE,EPISODE_00580,CUSTOMER_0580,6,2026-02-01 03:52:00,POLICY_REQUEST_0005796,ORDER_003311,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,6148.94,False,0,0,2417.82,62,6,4,2,0,5.683333333333334,REQUEST_EVIDENCE,EPISODE_00580,CUSTOMER_0580,7,2026-02-01 09:33:00,POLICY_REQUEST_0005797,ORDER_003306,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
WRONG_ITEM_CLAIM,1430.8,False,0,0,2417.82,62,7,4,3,0,6.833333333333333,REQUEST_EVIDENCE,EPISODE_00580,CUSTOMER_0580,8,2026-02-01 16:23:00,POLICY_REQUEST_0005798,ORDER_003309,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,1654.32,True,1,0,2417.82,62,8,4,4,0,13.3,APPROVE,EPISODE_00580,CUSTOMER_0580,9,2026-02-02 05:41:00,POLICY_REQUEST_0005799,ORDER_003307,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,1654.32,False,0
WRONG_ITEM_CLAIM,1825.39,True,1,0,2417.82,62,9,5,4,0,7.45,APPROVE,EPISODE_00580,CUSTOMER_0580,10,2026-02-02 13:08:00,POLICY_REQUEST_0005800,ORDER_003311,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,1825.39,False,0
