claim_type,requested_amount,evidence_available,evidence_count,previous_refund_count,previous_refund_amount,account_age_days,previous_support_decisions,previous_support_approvals,previous_support_evidence_requests,previous_support_escalations,time_since_previous_request_hours,support_decision
NON_DELIVERY_CLAIM,4040.04,False,0,1,1508.72,990,0,0,0,0,999.0,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,117.93,False,0,0,315.67,474,3,0,1,0,17.93333754083333,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,6948.62,True,1,1,4234.3,642,2,0,0,1,10.483336060833333,ESCALATE
SHORTAGE_CLAIM,3072.32,False,0,1,1368.62,216,2,0,2,0,17.800004184722223,DENY
SHORTAGE_CLAIM,296.73,False,0,3,1723.01,324,6,0,5,0,0.5500001830555555,DENY
SHORTAGE_CLAIM,2846.45,False,0,0,1772.25,371,1,0,0,0,55.38334639972222,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,6905.39,False,0,0,2772.64,654,3,1,1,0,9.200002473333335,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,3408.62,False,0,0,1537.93,1239,7,2,5,0,12.00000303611111,REQUEST_EVIDENCE
SHORTAGE_CLAIM,115.39,False,0,0,1111.13,270,5,2,3,0,0.40000011416666664,DENY
SHORTAGE_CLAIM,6915.67,False,0,0,948.72,467,1,0,1,0,30.38334016972222,DENY
NON_DELIVERY_CLAIM,2285.9,True,1,0,27.57,684,3,1,2,0,43.51667740166667,APPROVE
SUBSTITUTED_RETURN_CLAIM,1739.22,True,1,1,2267.73,40,1,0,1,0,58.11668027694444,APPROVE
NON_DELIVERY_CLAIM,1394.08,False,0,0,1715.77,542,7,3,4,0,15.350003714166666,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1891.03,True,1,0,2438.34,188,4,3,1,0,16.11667053138889,APPROVE
SUBSTITUTED_RETURN_CLAIM,1549.7,True,1,3,3787.71,1331,1,1,0,0,2.100000674722222,APPROVE
WRONG_ITEM_CLAIM,2145.94,True,1,0,109.66,1102,3,1,2,0,8.15000227888889,APPROVE
WRONG_ITEM_CLAIM,1691.88,False,0,0,27.57,684,4,2,2,0,0.10000002944444444,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,5485.62,True,1,0,2947.14,1282,6,5,1,0,10.233336032222223,ESCALATE
NON_DELIVERY_CLAIM,1162.72,True,1,0,1899.72,471,3,0,3,0,2.783334198888889,APPROVE
NON_DELIVERY_CLAIM,8875.04,False,0,0,2703.23,212,5,4,1,0,7.600002176111111,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,3697.47,True,1,1,939.22,1161,2,1,1,0,53.38334602444445,APPROVE
NON_DELIVERY_CLAIM,4537.23,True,1,0,586.22,1376,4,0,4,0,8.800002416666667,APPROVE
SUBSTITUTED_RETURN_CLAIM,1518.0,True,1,0,1817.86,1344,4,4,0,0,7.850002231944444,APPROVE
SUBSTITUTED_RETURN_CLAIM,520.4,True,1,0,2225.08,518,4,3,1,0,5.1000016850000005,APPROVE
SUBSTITUTED_RETURN_CLAIM,1477.73,False,0,2,2927.9,734,8,4,1,0,14.983336992222222,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,2299.71,True,1,1,520.95,129,1,0,1,0,31.95000728305556,APPROVE
WRONG_ITEM_CLAIM,1147.66,True,1,0,939.81,724,8,5,2,0,30.03334009,APPROVE
SHORTAGE_CLAIM,2343.64,True,1,0,2021.02,706,5,3,2,0,11.366669607499999,APPROVE
SHORTAGE_CLAIM,5403.77,True,1,2,1925.08,533,0,0,0,0,999.0,DENY
NON_DELIVERY_CLAIM,2134.94,True,1,0,1764.93,838,3,0,3,0,34.61667475861111,APPROVE
WRONG_ITEM_CLAIM,4090.27,False,0,1,321.97,468,3,2,1,0,46.83334474972222,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,5909.93,False,0,1,1724.72,1223,3,2,1,0,22.116671740833336,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,875.29,True,1,0,1899.72,471,4,1,3,0,0.2333334011111111,APPROVE
WRONG_ITEM_CLAIM,1011.82,False,0,1,1395.76,1224,4,0,4,0,8.933335795,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2273.43,True,1,0,2064.72,1472,4,2,2,0,5.783335169444444,APPROVE
WRONG_ITEM_CLAIM,1654.86,True,1,1,1619.8,1160,10,6,4,0,13.566670056666666,APPROVE
SHORTAGE_CLAIM,407.65,True,1,0,319.65,198,6,4,2,0,17.18333744638889,APPROVE
NON_DELIVERY_CLAIM,1410.46,False,0,1,708.59,387,5,3,1,0,3.666667781111111,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,3345.92,True,1,1,362.41,1313,2,0,2,0,49.816678683611116,APPROVE
NON_DELIVERY_CLAIM,3490.31,True,1,0,2777.07,430,4,1,3,0,12.683336553333334,APPROVE
WRONG_ITEM_CLAIM,5648.65,True,1,0,68.24,1301,6,3,2,0,16.41667063138889,ESCALATE
NON_DELIVERY_CLAIM,1371.77,True,1,0,0.51,273,5,3,1,1,12.750003235555555,APPROVE
SHORTAGE_CLAIM,419.84,False,0,1,699.0,287,3,2,1,0,32.450007425555555,DENY
NON_DELIVERY_CLAIM,1507.62,True,1,1,3876.01,1295,4,2,2,0,9.7333359675,APPROVE
SUBSTITUTED_RETURN_CLAIM,764.8,True,1,1,2829.16,206,4,4,0,0,12.166669789166667,APPROVE
WRONG_ITEM_CLAIM,7926.96,True,1,2,2413.85,590,5,2,2,1,0.8666669147222222,ESCALATE
WRONG_ITEM_CLAIM,785.24,False,0,0,306.82,1305,2,0,2,0,36.30000857888889,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2030.15,True,1,1,1576.43,1072,4,1,2,1,7.100002116944444,APPROVE
WRONG_ITEM_CLAIM,6212.3,False,0,2,514.81,101,3,0,0,2,28.516673039722225,REQUEST_EVIDENCE
SHORTAGE_CLAIM,1565.42,False,0,0,2668.09,1034,3,2,1,0,19.75000463861111,DENY
SUBSTITUTED_RETURN_CLAIM,4957.65,False,0,2,667.66,311,3,0,3,0,32.38334073916666,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,3057.19,True,1,1,2804.74,725,3,1,2,0,2.216667378611111,APPROVE
WRONG_ITEM_CLAIM,5597.87,False,0,0,1885.71,64,5,2,3,0,30.66667359638889,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,1033.99,False,0,1,529.82,1167,3,3,0,0,34.11667461416667,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,2256.86,True,1,2,594.8,835,5,3,1,1,33.700007785,APPROVE
SHORTAGE_CLAIM,2143.2,False,0,0,1391.26,695,1,1,0,0,24.80000564138889,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2002.08,False,0,0,2947.14,1282,7,5,1,1,0.6500001855555556,DENY
WRONG_ITEM_CLAIM,350.99,False,0,4,4223.44,239,6,4,2,0,22.11667177777778,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,4309.2,False,0,1,1437.06,272,4,3,1,0,6.9000020936111115,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1306.95,False,0,1,1813.32,91,6,5,1,0,7.116668804722223,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,808.12,False,0,0,1976.67,1159,2,1,1,0,57.633346921944444,REQUEST_EVIDENCE
SHORTAGE_CLAIM,3619.84,True,1,1,2376.72,43,4,1,3,0,29.950006748055554,APPROVE
NON_DELIVERY_CLAIM,1694.08,False,0,0,1921.01,179,7,1,4,2,3.6833344547222224,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,3692.36,True,1,2,2252.07,119,7,2,2,2,4.633334722777779,APPROVE
SHORTAGE_CLAIM,3006.58,True,1,2,981.87,220,2,1,0,1,42.16667695222222,DENY
SHORTAGE_CLAIM,1515.8,False,0,0,2477.12,848,4,2,2,0,2.466667448611111,DENY
SHORTAGE_CLAIM,3497.68,True,1,1,7372.72,761,2,0,2,0,28.65000641388889,APPROVE
SHORTAGE_CLAIM,5062.42,False,0,1,2764.6,1017,4,1,2,1,22.600005219166665,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2944.07,False,0,1,1077.78,1293,3,1,2,0,7.116668814722222,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2539.71,False,0,0,2921.77,1446,3,0,2,0,16.283337311944447,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,6655.77,False,0,2,1389.01,1130,5,1,3,0,8.466669084166666,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2961.81,True,1,0,2597.86,724,8,3,3,1,10.233336101388888,APPROVE
SHORTAGE_CLAIM,1859.03,True,1,0,1556.83,296,6,2,2,0,4.633334716388889,DENY
SUBSTITUTED_RETURN_CLAIM,1846.26,False,0,1,2992.1,1135,6,5,1,0,2.966667583611111,REQUEST_EVIDENCE
SHORTAGE_CLAIM,615.95,False,0,0,1526.21,820,6,2,4,0,3.050000939722222,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2671.66,True,1,0,2524.22,520,4,2,2,0,5.2333348852777775,APPROVE
SUBSTITUTED_RETURN_CLAIM,4623.16,False,0,0,1431.36,1409,4,2,0,2,13.950003518055556,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,692.04,True,1,0,41.63,768,2,0,2,0,33.98334119222222,APPROVE
SUBSTITUTED_RETURN_CLAIM,5201.82,False,0,1,263.39,822,5,2,2,1,14.516670297500001,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,526.56,True,1,0,2517.67,1122,1,1,0,0,77.95001769277778,APPROVE
NON_DELIVERY_CLAIM,1703.96,False,0,0,403.46,971,6,5,1,0,11.100002954166666,REQUEST_EVIDENCE
SHORTAGE_CLAIM,417.06,False,0,2,2311.1,300,3,1,2,0,39.05000935555555,DENY
WRONG_ITEM_CLAIM,5035.72,False,0,1,2084.34,440,5,4,1,0,8.8166691675,REQUEST_EVIDENCE
SHORTAGE_CLAIM,4266.3,True,1,1,2167.23,520,4,3,0,0,4.566668026388888,DENY
NON_DELIVERY_CLAIM,4553.31,False,0,0,2111.01,622,7,4,3,0,6.45000202861111,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,4478.56,False,0,4,7019.74,1279,4,0,4,0,1.9333339069444444,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,1104.36,True,1,2,1133.21,1193,6,1,3,1,14.283336925833332,APPROVE
SHORTAGE_CLAIM,1132.19,False,0,1,2977.46,1202,5,3,0,1,18.183337704166668,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2785.16,False,0,2,1187.88,1164,1,0,1,0,10.800002899166666,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1517.17,False,0,1,64.06,249,2,0,1,0,11.700003081111111,REQUEST_EVIDENCE
SHORTAGE_CLAIM,1629.4,True,1,0,1792.18,195,5,1,3,0,9.266669262222221,APPROVE
SHORTAGE_CLAIM,4359.46,True,1,1,4996.81,774,4,2,2,0,7.083335497777778,APPROVE
WRONG_ITEM_CLAIM,2060.63,False,0,1,85.12,1219,1,1,0,0,67.83334904027778,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,983.49,True,1,4,7591.04,828,4,2,1,1,23.51667209083333,APPROVE
NON_DELIVERY_CLAIM,1847.39,False,0,0,2835.58,866,4,4,0,0,18.550004450555555,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1759.54,True,1,2,1391.28,215,4,1,2,1,10.933336265,APPROVE
SUBSTITUTED_RETURN_CLAIM,3149.49,True,1,1,1677.34,1230,4,2,2,0,9.066669229444443,APPROVE
SHORTAGE_CLAIM,1187.68,True,1,1,278.85,49,4,2,1,0,6.0666684477777775,APPROVE
WRONG_ITEM_CLAIM,4056.44,False,0,0,813.93,441,3,1,2,0,11.36666969,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2460.63,False,0,1,1873.72,184,5,2,3,0,12.533336590277777,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,758.91,True,1,1,359.93,425,4,2,2,0,3.5666677405555554,APPROVE
SUBSTITUTED_RETURN_CLAIM,1489.52,False,0,1,1327.74,908,4,2,1,1,18.483337778055553,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,3623.7,False,0,1,2834.96,1345,5,0,4,1,6.633335415555555,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2323.16,False,0,0,577.64,241,5,2,1,0,1.9333338641666666,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,2937.83,True,1,0,2021.02,706,6,4,2,0,1.2833336769444446,APPROVE
SHORTAGE_CLAIM,1797.12,True,1,1,4261.31,756,8,4,1,2,4.866668099722222,APPROVE
WRONG_ITEM_CLAIM,2085.74,False,0,0,948.72,467,2,0,1,0,1.6166671063888889,REQUEST_EVIDENCE
SHORTAGE_CLAIM,3925.47,True,1,3,5920.91,866,4,1,2,0,13.116670045833333,APPROVE
NON_DELIVERY_CLAIM,2022.97,False,0,1,1250.77,838,4,1,1,0,28.166673025833333,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,924.16,True,1,0,2868.83,1026,6,1,4,0,3.116667610555556,APPROVE
WRONG_ITEM_CLAIM,6181.56,False,0,1,2937.77,1046,3,1,2,0,4.716668055833334,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,1877.11,True,1,0,244.22,139,6,2,4,0,33.81667445666667,APPROVE
SUBSTITUTED_RETURN_CLAIM,719.14,False,0,0,2991.05,1017,8,3,4,0,21.633338407500002,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,967.73,False,0,0,2668.27,652,5,1,2,1,8.466669124166668,REQUEST_EVIDENCE
SHORTAGE_CLAIM,511.31,False,0,0,1537.93,1239,8,2,6,0,1.7833338158333332,REQUEST_EVIDENCE
SHORTAGE_CLAIM,3552.34,False,0,0,1390.28,525,7,1,4,2,2.2000006013888886,DENY
WRONG_ITEM_CLAIM,1564.41,True,1,0,2716.88,1251,3,2,1,0,23.28333873361111,APPROVE
WRONG_ITEM_CLAIM,410.23,True,1,1,3875.66,793,10,3,4,0,2.7500008319444444,APPROVE
WRONG_ITEM_CLAIM,1541.56,False,0,0,1659.93,446,3,2,0,0,16.883337475833333,REQUEST_EVIDENCE
SHORTAGE_CLAIM,7959.24,True,1,0,2082.0,1431,7,2,1,1,15.300003823611112,DENY
SUBSTITUTED_RETURN_CLAIM,2177.15,True,1,0,2198.87,770,4,1,1,1,19.98333808972222,APPROVE
SUBSTITUTED_RETURN_CLAIM,2081.64,True,1,2,5852.54,244,4,1,2,0,17.383337576666666,APPROVE
NON_DELIVERY_CLAIM,2198.31,False,0,1,242.88,1444,2,1,1,0,44.83334445916667,REQUEST_EVIDENCE
SHORTAGE_CLAIM,1467.88,True,1,0,364.09,624,8,2,4,0,14.583337021111111,DENY
SUBSTITUTED_RETURN_CLAIM,1944.28,False,0,1,4440.31,1475,5,2,3,0,5.900001717777778,REQUEST_EVIDENCE
SHORTAGE_CLAIM,992.89,True,1,1,1813.32,91,7,5,2,0,1.1000002822222223,DENY
NON_DELIVERY_CLAIM,3385.97,False,0,0,715.72,1294,10,4,5,0,7.450002268333333,REQUEST_EVIDENCE
SHORTAGE_CLAIM,1081.44,True,1,0,1111.13,270,6,2,3,0,1.9833338666666667,DENY
SUBSTITUTED_RETURN_CLAIM,2765.46,True,1,2,5852.54,244,5,2,2,0,0.1166666963888889,APPROVE
NON_DELIVERY_CLAIM,2447.37,True,1,1,1181.39,187,5,1,4,0,4.2833345947222226,APPROVE
SHORTAGE_CLAIM,2912.4,False,0,1,2257.39,648,4,1,2,0,41.550010054999994,REQUEST_EVIDENCE
SHORTAGE_CLAIM,1751.23,False,0,1,147.09,1367,7,2,4,1,7.300002240833333,REQUEST_EVIDENCE
SHORTAGE_CLAIM,1892.31,False,0,1,1221.02,1025,5,3,2,0,36.68334197805556,DENY
SUBSTITUTED_RETURN_CLAIM,6613.46,False,0,2,1525.62,1381,3,0,3,0,14.850003749166667,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,3735.22,False,0,0,1881.49,123,2,1,1,0,47.58334501444445,REQUEST_EVIDENCE
SHORTAGE_CLAIM,4694.43,True,1,1,2996.46,1183,5,2,2,0,19.700004715,APPROVE
SHORTAGE_CLAIM,2189.25,False,0,0,2406.5,1011,3,0,0,1,51.38334576416667,DENY
WRONG_ITEM_CLAIM,3135.07,True,1,1,2189.88,1077,9,5,4,0,2.6833340644444443,APPROVE
WRONG_ITEM_CLAIM,1697.84,False,0,3,4119.67,1296,3,0,1,1,49.350012030277774,REQUEST_EVIDENCE
SHORTAGE_CLAIM,3554.51,True,1,0,2563.05,1495,2,0,1,1,50.900012339166665,APPROVE
WRONG_ITEM_CLAIM,2267.67,True,1,0,2257.68,521,4,1,3,0,29.01667322361111,APPROVE
NON_DELIVERY_CLAIM,4184.77,False,0,1,1649.99,1490,7,2,4,0,4.916668099444444,REQUEST_EVIDENCE
SHORTAGE_CLAIM,1749.75,True,1,0,2290.71,671,6,1,3,2,9.400002670555557,DENY
SHORTAGE_CLAIM,2879.99,True,1,0,1777.89,424,3,2,0,0,8.000002394166668,DENY
SHORTAGE_CLAIM,2497.2,True,1,1,1707.31,1471,3,1,2,0,3.5500010483333337,APPROVE
SHORTAGE_CLAIM,1201.34,True,1,0,1807.57,1448,6,2,2,0,3.116667546111111,DENY
SHORTAGE_CLAIM,1889.61,False,0,1,2698.77,1173,3,1,2,0,16.950004181666667,REQUEST_EVIDENCE
SHORTAGE_CLAIM,3364.07,True,1,3,1442.55,1147,3,0,2,0,30.716673609444445,DENY
SHORTAGE_CLAIM,2019.25,True,1,0,853.61,40,4,0,2,2,12.616669982222223,DENY
SUBSTITUTED_RETURN_CLAIM,972.92,False,0,1,96.92,616,2,0,2,0,51.25001241694444,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,2275.22,False,0,0,2703.23,212,6,4,2,0,2.183333910277778,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2927.46,False,0,1,2376.38,298,5,3,2,0,10.200002837222224,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1833.93,True,1,0,204.86,1041,5,2,3,0,24.250005624166665,APPROVE
SUBSTITUTED_RETURN_CLAIM,632.28,False,0,0,2211.35,1152,9,4,3,1,5.850001688333333,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2499.84,False,0,1,2469.59,928,4,0,1,2,16.083337345555556,DENY
NON_DELIVERY_CLAIM,3472.89,False,0,0,1423.84,898,9,2,6,1,5.1166681488888885,REQUEST_EVIDENCE
SHORTAGE_CLAIM,7418.51,False,0,1,1707.31,1471,4,2,2,0,0.2000000497222222,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,1808.54,False,0,0,2307.02,190,5,4,1,0,23.583338830555558,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1768.46,True,1,1,1546.15,967,2,1,1,0,3.8666677983333333,APPROVE
WRONG_ITEM_CLAIM,659.62,True,1,1,297.88,271,4,3,1,0,6.7166685975,APPROVE
SHORTAGE_CLAIM,1646.09,True,1,2,1569.02,389,6,2,2,0,14.716670412500001,DENY
SHORTAGE_CLAIM,1508.41,False,0,0,1065.42,998,5,4,1,0,41.08334322888889,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1790.23,True,1,0,524.11,554,3,2,1,0,54.18334633916667,APPROVE
SUBSTITUTED_RETURN_CLAIM,1692.41,False,0,1,1181.39,187,6,2,4,0,0.5666668097222222,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,782.12,False,0,0,1474.93,811,0,0,0,0,999.0,REQUEST_EVIDENCE
SHORTAGE_CLAIM,574.24,False,0,2,2927.9,734,9,4,2,0,2.3500006152777777,REQUEST_EVIDENCE
SHORTAGE_CLAIM,3250.72,True,1,0,202.09,1191,4,2,2,0,21.516671770833334,APPROVE
NON_DELIVERY_CLAIM,2751.95,False,0,0,2716.88,1251,4,3,1,0,0.8500002155555555,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,2005.21,True,1,0,2848.14,653,4,2,1,1,9.1833359825,APPROVE
SUBSTITUTED_RETURN_CLAIM,1810.82,False,0,3,2659.97,1410,6,3,3,0,15.150003841111111,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,2830.48,False,0,0,1570.07,1016,7,2,2,1,3.0000007994444444,REQUEST_EVIDENCE
SHORTAGE_CLAIM,3163.05,False,0,1,339.49,1057,2,1,1,0,39.75000950555555,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1626.82,False,0,0,1879.39,512,6,2,2,2,43.450010588611114,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,7292.08,False,0,0,2701.37,1002,3,1,2,0,6.350001819444444,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,2582.14,False,0,0,2974.59,825,3,1,2,0,31.316673761388888,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,2629.22,False,0,0,1211.98,1085,2,0,2,0,30.183340151944442,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2131.06,False,0,1,2939.55,1211,5,3,2,0,4.583334657777778,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1675.73,False,0,2,910.04,272,3,1,2,0,30.76667361861111,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,3219.87,True,1,0,2914.88,611,7,4,3,0,3.4333342744444444,APPROVE
SUBSTITUTED_RETURN_CLAIM,1704.2,False,0,0,2064.72,1472,5,3,2,0,2.4166672930555553,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,519.16,True,1,0,793.19,814,4,1,3,0,53.93334630583334,APPROVE
SUBSTITUTED_RETURN_CLAIM,519.64,True,1,0,1879.39,512,7,2,3,2,0.1500000375,APPROVE
SUBSTITUTED_RETURN_CLAIM,1826.76,True,1,0,2438.34,188,5,4,1,0,2.8166674066666664,APPROVE
SUBSTITUTED_RETURN_CLAIM,5307.0,True,1,0,2397.53,229,3,3,0,0,39.216676012499995,ESCALATE
WRONG_ITEM_CLAIM,123.14,True,1,1,95.21,730,1,1,0,0,26.533339440000002,APPROVE
SUBSTITUTED_RETURN_CLAIM,2196.32,True,1,0,113.89,1192,4,3,0,1,5.933335030277778,APPROVE
SUBSTITUTED_RETURN_CLAIM,9476.36,True,1,1,1388.64,548,4,1,2,1,24.283338995833333,ESCALATE
NON_DELIVERY_CLAIM,4511.1,False,0,0,779.42,664,6,3,3,0,13.400003507777777,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,510.86,True,1,1,95.21,730,2,2,0,0,0.06666668416666667,APPROVE
SHORTAGE_CLAIM,228.95,False,0,0,717.19,1173,6,1,5,0,10.933336350000001,DENY
NON_DELIVERY_CLAIM,2245.55,True,1,2,3613.14,287,4,3,0,0,13.650003560555556,APPROVE
SUBSTITUTED_RETURN_CLAIM,1663.78,False,0,0,1650.72,791,3,2,1,0,19.683338096666667,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2588.98,True,1,3,2143.16,65,3,1,1,0,4.233334551944445,DENY
SHORTAGE_CLAIM,1564.35,True,1,1,2803.3,801,7,4,3,0,4.35000125,DENY
WRONG_ITEM_CLAIM,4147.74,False,0,0,146.85,112,6,3,3,0,22.51667199222222,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,3201.3,False,0,0,2198.02,550,9,3,5,1,8.750002588333333,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1352.37,True,1,1,2491.35,423,10,4,3,1,13.45000353,APPROVE
WRONG_ITEM_CLAIM,5503.08,False,0,0,2224.18,118,5,3,1,0,6.700001911388889,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,4011.04,True,1,2,2413.85,590,6,2,2,2,2.5500006597222225,APPROVE
WRONG_ITEM_CLAIM,2301.54,False,0,4,3300.33,987,4,3,1,0,35.466674885277776,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1533.15,False,0,2,2927.9,734,10,4,3,0,0.5833334852777778,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,6519.9,True,1,0,1168.7,754,3,2,0,0,14.616670434444444,ESCALATE
SHORTAGE_CLAIM,2613.23,False,0,1,1190.02,1452,7,4,2,0,8.266669168888889,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,5348.28,False,0,0,1756.34,141,5,3,1,0,11.866669884722223,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,2012.15,False,0,0,1201.87,1406,4,0,4,0,35.033341424722224,REQUEST_EVIDENCE
SHORTAGE_CLAIM,4265.75,False,0,0,704.31,1122,4,3,1,0,16.41667079611111,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,499.6,False,0,0,1235.28,951,3,2,1,0,48.33334523611111,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,2280.35,True,1,0,674.43,959,7,3,3,1,10.150002884166668,APPROVE
SUBSTITUTED_RETURN_CLAIM,5187.64,False,0,4,2730.14,542,6,1,3,1,6.466668507222222,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,4845.18,False,0,0,1093.48,426,4,2,1,1,39.733342819444445,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,863.52,True,1,0,2579.39,1000,6,1,4,0,7.433335446666667,APPROVE
NON_DELIVERY_CLAIM,3385.97,True,1,0,715.72,1294,11,4,6,0,1.41666703,APPROVE
WRONG_ITEM_CLAIM,2732.36,False,0,0,2579.39,1000,7,2,4,0,0.03333334138888889,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,6988.01,False,0,0,2449.48,683,4,1,1,1,27.766673050555553,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,689.27,True,1,1,2298.85,1107,5,1,3,0,5.0333347725,APPROVE
NON_DELIVERY_CLAIM,6635.76,True,1,1,147.87,324,7,3,4,0,7.283335402777778,ESCALATE
WRONG_ITEM_CLAIM,5193.58,True,1,0,2668.09,1034,4,2,1,0,2.7833340505555553,ESCALATE
NON_DELIVERY_CLAIM,1635.18,True,1,0,286.66,510,2,0,2,0,14.766670479722222,APPROVE
NON_DELIVERY_CLAIM,2792.09,True,1,0,1281.34,1449,9,2,4,0,6.716668572500001,APPROVE
NON_DELIVERY_CLAIM,2177.15,True,1,2,6452.83,511,5,2,2,1,27.933339755833334,APPROVE
NON_DELIVERY_CLAIM,3661.62,True,1,0,2312.3,1117,6,4,2,0,21.250005104722224,APPROVE
SHORTAGE_CLAIM,3571.41,True,1,0,255.46,1478,3,2,1,0,28.36667317583333,DENY
NON_DELIVERY_CLAIM,1399.18,False,0,0,1185.43,766,9,2,5,1,14.93333718361111,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,933.97,False,0,1,1395.76,1224,5,0,5,0,3.1666674883333332,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,4105.86,False,0,1,2066.55,393,4,3,0,1,62.05001461861111,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1730.27,False,0,1,2521.92,1435,8,4,3,0,3.8166676749999997,REQUEST_EVIDENCE
SHORTAGE_CLAIM,8278.28,False,0,1,1507.92,1297,5,1,2,1,11.40000314888889,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1901.01,False,0,0,1222.48,265,2,1,0,0,47.36667839722222,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1744.17,True,1,0,929.72,1056,5,1,3,0,36.78334191611111,APPROVE
SUBSTITUTED_RETURN_CLAIM,1746.0,False,0,1,2480.47,1082,4,1,2,0,19.016671339722222,REQUEST_EVIDENCE
